lib,N,axes,edims,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c
ort,2000,"(2,)","(100, 50)",20,10,0.01926618255674839,0.02110165823251009,0.019381705671548843,0.020158538594841957,0.019640548899769784,0.01926618255674839,0.02047980475074134,20,0.019458923488855362,0
npy,2000,"(2,)","(100, 50)",20,10,0.052614002488553524,0.05320471152663231,0.05268149729818106,0.05302661191672087,0.052752404706552625,0.052614002488553524,0.053042647846590775,20,0.052692532539367676,0
rtpy,2000,"(2,)","(100, 50)",20,10,0.052717442624270916,0.053424060344696045,0.052796063013374805,0.05290512368083,0.05288019813597202,0.052717442624270916,0.05316706847720902,20,0.05284435348585248,0
tf,2000,"(2,)","(100, 50)",20,10,0.021159366704523563,0.022380963899195194,0.02131730318069458,0.021833485923707485,0.021597898891195656,0.021159366704523563,0.022173484200749403,20,0.021529026795178652,0
torch,2000,"(2,)","(100, 50)",20,10,0.01946915779262781,0.023313513956964016,0.019518145360052586,0.019895024597644806,0.01990522616542876,0.01946915779262781,0.021588559312905976,20,0.01964467903599143,0
ort,5000,"(2,)","(100, 50)",20,10,0.048766753636300564,0.050891125574707985,0.04913820046931505,0.05004761554300785,0.049592998204752804,0.048766753636300564,0.050553764454302395,20,0.049577589612454176,0
npy,5000,"(2,)","(100, 50)",20,10,0.1314477501437068,0.16819382458925247,0.1315719038248062,0.13234144635498524,0.13370222416706384,0.1314477501437068,0.14923838580384005,20,0.13175799325108528,0
rtpy,5000,"(2,)","(100, 50)",20,10,0.13176549598574638,0.1329322997480631,0.13185883313417435,0.1328107062727213,0.13227083133533596,0.13176549598574638,0.1329322997480631,20,0.13220159197226167,0
tf,5000,"(2,)","(100, 50)",20,10,0.048986694775521755,0.3047843733802438,0.04963348899036646,0.05078212637454271,0.06289616185240447,0.048986694775521755,0.1716676518285956,20,0.05019177542999387,0
torch,5000,"(2,)","(100, 50)",20,10,0.04866510629653931,0.051117354072630405,0.04891972243785858,0.04939429648220539,0.04924724423326552,0.04866510629653931,0.05037559798278866,20,0.04905378632247448,0
ort,1,"(2,)","(50, 20, 5)",20,10,0.0002740873023867607,0.0004447493702173233,0.0002752244472503662,0.00027730222791433334,0.00028554587624967097,0.0002740873023867607,0.00035798663409382565,20,0.0002758796326816082,0
npy,1,"(2,)","(50, 20, 5)",20,10,0.0003217952325940132,0.00036639999598264694,0.0003227321431040764,0.0003366265445947647,0.00032776817679405215,0.0003217952325940132,0.00034788504172732026,20,0.0003232625313103199,0
rtpy,1,"(2,)","(50, 20, 5)",20,10,0.00036721397191286087,0.0003957347944378853,0.00036735832691192627,0.00036887358874082565,0.00037027266807854176,0.00036721397191286087,0.00038328718050245755,20,0.00036848196759819984,0
tf,1,"(2,)","(50, 20, 5)",20,10,0.0015754373744130135,0.028461906127631664,0.0015872232615947723,0.0017783399671316147,0.003023228980600834,0.0015754373744130135,0.014462747555212234,20,0.001670896541327238,0
torch,1,"(2,)","(50, 20, 5)",20,10,0.00030008889734745026,0.0003990801051259041,0.0003039920702576637,0.0003279317170381546,0.00031770798377692697,0.00030008889734745026,0.00035932776024363904,20,0.0003145923838019371,0
ort,10,"(2,)","(50, 20, 5)",20,10,0.0018992116674780846,0.00231830682605505,0.0019113607704639435,0.002107681706547737,0.002023425418883562,0.0018992116674780846,0.0022318029322934757,20,0.0019939150661230087,0
npy,10,"(2,)","(50, 20, 5)",20,10,0.0028616441413760185,0.0033741099759936333,0.0028949417173862457,0.0033611031249165535,0.0031039771158248184,0.0028616441413760185,0.0033741099759936333,20,0.0031136064790189266,0
rtpy,10,"(2,)","(50, 20, 5)",20,10,0.0025356952100992203,0.0028725899755954742,0.0025949906557798386,0.0028595775365829468,0.002696430962532759,0.0025356952100992203,0.0028725899755954742,20,0.0026938612572848797,0
tf,10,"(2,)","(50, 20, 5)",20,10,0.00146494060754776,0.001701665110886097,0.001466594636440277,0.001503034494817257,0.001491116639226675,0.00146494060754776,0.0015915794426587617,20,0.0014691450633108616,0
torch,10,"(2,)","(50, 20, 5)",20,10,0.00032625626772642136,0.00043063703924417496,0.00032867398113012314,0.00035710912197828293,0.00034036883153021336,0.00032625626772642136,0.00038881105422307105,20,0.0003307117149233818,0
ort,100,"(2,)","(50, 20, 5)",20,10,0.012231862172484398,0.013654126785695553,0.012485877610743046,0.012564986012876034,0.012569125415757299,0.012231862172484398,0.013078277442326983,20,0.012521033175289631,0
npy,100,"(2,)","(50, 20, 5)",20,10,0.022942926734685898,0.023028970696032047,0.022972607985138893,0.023025507107377052,0.022989124851301314,0.022945364775078535,0.023028970696032047,20,0.02298445114865899,0
rtpy,100,"(2,)","(50, 20, 5)",20,10,0.022956697270274162,0.02360688243061304,0.023011427372694016,0.023263067938387394,0.02309324904344976,0.022956697270274162,0.023378249322692276,20,0.023041200824081898,0
tf,100,"(2,)","(50, 20, 5)",20,10,0.0028017545118927956,0.003731299191713333,0.002845417708158493,0.003251246176660061,0.0029970896895974873,0.0028017545118927956,0.0034401869131503635,20,0.0029313932172954082,0
torch,100,"(2,)","(50, 20, 5)",20,10,0.0019259583204984665,0.0020556217059493065,0.0019308552145957947,0.0020416798070073128,0.0019778387621045114,0.0019259583204984665,0.0020556217059493065,20,0.001965696457773447,0
ort,1000,"(2,)","(50, 20, 5)",20,10,0.2529252152889967,0.26537025533616543,0.25312260538339615,0.2617525774985552,0.2560130810365081,0.2529252152889967,0.26309994317563407,20,0.2542768670246005,0
npy,1000,"(2,)","(50, 20, 5)",20,10,0.22974911984056234,0.2325439341366291,0.229948615655303,0.2318467227742076,0.2306024101562798,0.22974911984056234,0.23216427552208127,20,0.2303654756397009,0
rtpy,1000,"(2,)","(50, 20, 5)",20,10,0.22983118798583746,0.23093696683645248,0.2300001159310341,0.23074899706989527,0.23029395835474134,0.22983118798583746,0.23093696683645248,20,0.230182487051934,0
tf,1000,"(2,)","(50, 20, 5)",20,10,0.0204895231872797,0.023080292157828808,0.02076045237481594,0.02162492461502552,0.02124751005321741,0.0204895231872797,0.02231843552491754,20,0.02107858145609498,0
torch,1000,"(2,)","(50, 20, 5)",20,10,0.018413052894175053,0.01956324465572834,0.018707945942878723,0.019093666225671768,0.018884164933115243,0.018413052894175053,0.019371914579571062,20,0.018858779221773148,0
ort,2000,"(2,)","(50, 20, 5)",20,10,0.5178155349567533,0.5247588315978646,0.5188848618417978,0.5211379453539848,0.5200518326368183,0.5178155349567533,0.5229115122375962,20,0.5202244124375284,0
npy,2000,"(2,)","(50, 20, 5)",20,10,0.4594347672536969,0.4611022528260946,0.4595305426046252,0.4608510099351406,0.46022872989997266,0.4594347672536969,0.4611022528260946,20,0.46033152751624584,0
rtpy,2000,"(2,)","(50, 20, 5)",20,10,0.45950466953217983,0.4619591748341918,0.45963252428919077,0.46164127439260483,0.4604618391022086,0.45950466953217983,0.4618254100958635,20,0.46041619358584285,0
tf,2000,"(2,)","(50, 20, 5)",20,10,0.03986102528870106,0.04180155508220196,0.03998127020895481,0.04120238218456507,0.04051292557269335,0.03986102528870106,0.041553088916408375,20,0.040461636148393154,0
torch,2000,"(2,)","(50, 20, 5)",20,10,0.03646579384803772,0.04090661834925413,0.03673673514276743,0.03736152220517397,0.03720152601599693,0.03646579384803772,0.03896403971064222,20,0.03703950345516205,0
ort,5000,"(2,)","(50, 20, 5)",20,10,1.3568662507459521,1.4038063865154982,1.3692643018439412,1.4020378133282065,1.3843872652389109,1.3568662507459521,1.4038063865154982,20,1.3828013301827013,0
npy,5000,"(2,)","(50, 20, 5)",20,10,1.1485898606479168,1.1523746643215418,1.1496298452839255,1.1506933830678463,1.1501254778821022,1.1485898606479168,1.1517035234748956,20,1.1500667347572744,0
rtpy,5000,"(2,)","(50, 20, 5)",20,10,1.1486335527151823,1.1545146787539124,1.1499808253720403,1.1526200156658888,1.1508934242650866,1.1486335527151823,1.1536025833493098,20,1.1504016052931547,0
tf,5000,"(2,)","(50, 20, 5)",20,10,0.09478671103715897,0.10165669862180948,0.09556812420487404,0.09904171619564295,0.09732352336868644,0.09478671103715897,0.10080107265112662,20,0.09712899290025234,0
torch,5000,"(2,)","(50, 20, 5)",20,10,0.09033407177776098,0.09383067861199379,0.09055852703750134,0.09315141849219799,0.09151333826594055,0.09033407177776098,0.09355901179191022,20,0.0911883432418108,0
